experiment_id,Ax,Ay,Az
70,-1.6905562,-0.5637342,0.2742603
71,-1.6863481,-0.5620331,0.555957
72,-1.6865245,-0.5620713,0.83485454
73,-1.6867764,-0.56171834,1.1136798
74,-1.687054,-0.28055108,-1.394738
75,-1.686827,-0.28029925,-1.115057
76,-1.6874442,-0.28041276,-0.8366622
77,-1.6878601,-0.28061405,-0.55979085
78,-1.6858567,-0.2800474,-0.27873716
79,-1.6862098,-0.2803622,0.00031207057
80,-1.6859444,-0.28152132,0.27831674
81,-1.6857051,-0.27873653,0.5550622
82,-1.6859074,-0.28002158,0.8351704
83,-1.6866122,-0.2794673,1.1138428
84,-1.6863222,-0.27995864,1.3925793
85,-1.6866887,0.001385109,-1.3935788
86,-1.6860085,0.001360337,-1.11541
87,-1.6846595,0.00088141015,-0.83900523
88,-1.6869282,0.005631456,-0.5576367
89,-1.6862975,0.0015863823,-0.27779272
90,-1.6859579,0.0028466617,0.00013660167
91,-1.686058,0.0024565016,0.27875748
92,-1.685706,-0.0026465468,0.55668783
93,-1.6895735,0.001888808,0.8308105
94,-1.6863862,0.0022541962,1.1137418
95,-1.6862098,0.0015358059,1.3929828
96,-1.6867516,0.2820342,-1.3938679
97,-1.6864492,0.28221068,-1.1148558
98,-1.686121,0.28140455,-0.83663636
99,-1.6825424,0.28578922,-0.55651474
100,-1.6871676,0.28193408,-0.2770867
101,-1.6864482,0.28192064,0.0002491082
102,-1.6864368,0.2828909,0.27814025
103,-1.6877218,0.28340802,0.55885434
104,-1.6873565,0.28198466,0.8347668
105,-1.6865752,0.2822365,1.113654
106,-1.6863738,0.2821983,1.3924152
107,-1.686764,0.5623571,-1.1149063
108,-1.6867764,0.56192875,-0.83637214
109,-1.6859568,0.562193,-0.5561875
110,-1.6888304,0.565722,-0.2769608
111,-1.6866257,0.5620547,0.0028068253
112,-1.6902672,0.5586021,0.28145453
113,-1.6871036,0.5613993,0.55609536
114,-1.6869406,0.5620929,0.8351322
115,-1.686474,0.56234473,1.1134403
116,-1.6868641,0.8427946,-1.1156619
117,-1.6872171,0.84266865,-0.8364733
118,-1.6864368,0.8427822,-0.55717015
119,-1.6857556,0.842391,-0.2778175
120,-1.690998,0.8389136,-0.0006581692
121,-1.6871294,0.8436761,0.27851802
122,-1.6866246,0.8429453,0.5563854
123,-1.6864988,0.8429329,0.8349939
124,-1.6870035,0.84266865,1.1137551
125,-1.6873307,1.1230421,-0.8365362
126,-1.6869653,1.123004,-0.55713195
127,-1.6867392,1.1233323,-0.27863702
128,-1.6873307,1.1225508,0.00017375979
129,-1.686953,1.1230298,0.277876
130,-1.6870035,1.1234705,0.55629665
131,-1.6871676,1.1231805,0.834742
132,-1.687117,1.4038192,-0.27854827
133,-1.68718,1.4035416,0.0005267619
134,-1.687243,1.404134,0.2776871
135,-1.4056845,-1.6886684,-0.2790272
136,-1.406214,-1.6887561,-0.00040528757
137,-1.4059869,-1.6887313,0.27743527
138,-1.4060376,-1.4071853,-0.83754367
139,-1.405508,-1.4070088,-0.5575479
140,-1.4058734,-1.4072607,-0.27878773
141,-1.4056722,-1.4075888,0.00046379954
142,-1.4057475,-1.4072988,0.27826616
143,-1.4054708,-1.4070088,0.5565237
144,-1.4057981,-1.4069582,0.8349433
145,-1.4056463,-1.1254143,-1.1156495
146,-1.4061005,-1.1256651,-0.83639693
147,-1.4056598,-1.1258931,-0.5571072
148,-1.4057475,-1.1250478,-0.27823344
149,-1.4029379,-1.1229938,0.0019883146
150,-1.4057598,-1.1246834,0.27872032
151,-1.4056598,-1.1253006,0.5565619
152,-1.4053944,-1.1256031,0.834805
153,-1.4054832,-1.1254267,1.1137799
154,-1.4058486,-0.84372985,-1.3946244
155,-1.405281,-0.84383,-1.1147298
156,-1.4056463,-0.84388053,-0.83576727
157,-1.4047142,-0.844473,-0.55678
158,-1.409452,-0.842772,-0.2798963
159,-1.4045254,-0.8444854,0.002719091
160,-1.4059612,-0.8469182,0.28110152
161,-1.4054575,-0.8440065,0.5572792
162,-1.4053191,-0.8438682,0.8351446
163,-1.4056091,-0.8436669,1.1142465
164,-1.4053955,-0.84354097,1.3926795
165,-1.404928,-0.56219727,-1.3939441
166,-1.4054575,-0.5620713,-1.1146287
167,-1.4047773,-0.5617555,-0.83464533
168,-1.4039959,-0.55911005,-0.5555703
169,-1.4051179,-0.56151706,-0.27807036
170,-1.4051044,-0.562222,0.00051437586
171,-1.4060622,-0.5603073,0.2791239
172,-1.4058105,-0.563344,0.5522144
173,-1.4050673,-0.5615666,0.83437663
174,-1.4051684,-0.5615418,1.1140575
175,-1.4050931,-0.5618061,1.3928941
176,-1.4051808,-0.28058928,-1.6730832
177,-1.4051808,-0.28009796,-1.3935654
178,-1.4055204,-0.28028685,-1.1155999
179,-1.4097792,-0.27612823,-0.834797
180,-1.4050539,-0.2803364,-0.55667883
181,-1.4048402,-0.2798709,-0.2778175
182,-1.4045635,-0.27992147,0.00079099747
183,-1.404702,-0.2799844,0.2783549
184,-1.4049537,-0.27837116,0.5574186
185,-1.4014258,-0.27861062,0.8316796
186,-1.4046513,-0.2798585,1.1138304
187,-1.4050673,-0.27958086,1.392504
188,-1.4049785,-0.2798451,1.6713778
189,-1.4052438,0.0014986477,-1.6725031
190,-1.4061635,0.002052923,-1.3936789
191,-1.4041476,0.0005789843,-1.1185354
192,-1.4048402,-0.001828036,-0.83532655
193,-1.404513,0.0032750124,-0.5563888
194,-1.4044119,0.003236822,-0.2779434
195,-1.4055586,0.0027455091,0.00029968453
196,-1.4052314,0.0030985111,0.27872032
197,-1.404702,0.0031232834,0.5568261
198,-1.4044242,0.0059834262,0.8354098
199,-1.4084445,0.0021282714,1.1173955
200,-1.4046761,0.0021540758,1.3926299
201,-1.4049156,0.0019269983,1.6717565
202,-1.4057475,0.28209716,-1.6724907
203,-1.4052314,0.2818453,-1.3933135
204,-1.4043995,0.28150573,-1.1142004
205,-1.401753,0.27801493,-0.8347712
206,-1.4055462,0.28180814,-0.5568935
207,-1.4055834,0.2817194,-0.27772975
208,-1.4047649,0.2821859,0.00079099747
209,-1.405508,0.28222412,0.27874509
210,-1.4054575,0.28112692,0.55695206
211,-1.408104,0.2799936,0.8368962
212,-1.4057857,0.2817194,1.1149514
213,-1.4051932,0.28190827,1.3927805
214,-1.4048784,0.2820476,1.6716678
215,-1.4055967,0.56219405,-1.3934146
216,-1.4054832,0.5618916,-1.1143014
217,-1.4060241,0.56127334,-0.8355784
218,-1.4042735,0.5649654,-0.5606981
219,-1.4046265,0.56170166,-0.2771249
220,-1.4051303,0.56264716,0.0009933028
221,-1.405382,0.5626977,0.2789092
222,-1.4069448,0.5655197,0.5516725
223,-1.4054327,0.5614498,0.8340866
224,-1.4052944,0.5625718,1.1139687
225,-1.4051427,0.56238294,1.3926165
226,-1.4058858,0.8423281,-1.3941455
227,-1.4053944,0.842744,-1.1150951
228,-1.4053944,0.8427564,-0.8361203
229,-1.4063152,0.8436131,-0.55582213
230,-1.4091371,0.84503645,-0.28069106
231,-1.4060117,0.84223926,-0.0026358068
232,-1.4053067,0.8455536,0.28174457
233,-1.4049289,0.84201324,0.55695206
234,-1.4052933,0.84270585,0.8351446
235,-1.4054451,0.8429329,1.1141453
236,-1.405345,0.84269345,1.3927424
237,-1.4058486,1.1231939,-1.1150322
238,-1.4057857,1.1231052,-0.83601916
239,-1.4056845,1.1230298,-0.5570071
240,-1.4053574,1.1242518,-0.27840996
241,-1.4034674,1.1233693,-0.00010286176
242,-1.4062264,1.1226643,0.27831674
243,-1.4052944,1.1232568,0.5566248
244,-1.4057093,1.123483,0.8345655
245,-1.4056215,1.1233323,1.1139058
246,-1.4060252,1.4042858,-0.83623385
247,-1.4057351,1.4040205,-0.55758613
248,-1.4060881,1.4040215,-0.2786742
249,-1.4052056,1.4049908,0.00051437586
250,-1.4057093,1.4039328,0.27810308
251,-1.4059116,1.4039328,0.556599
252,-1.4057475,1.4042094,0.83469146
253,-1.4057981,1.684746,-0.27822107
254,-1.4057351,1.6848347,0.00043902747
255,-1.4060746,1.6851238,0.27773768
256,-1.1243284,-1.6887054,-0.8367623
257,-1.1244544,-1.688467,-0.55821574
258,-1.1240013,-1.6882153,-0.2785111
259,-1.1249332,-1.6894993,9.841138e-05
260,-1.1244925,-1.6885301,0.2780401
261,-1.1245307,-1.6884794,0.55641013
262,-1.1246567,-1.688593,0.8349557
263,-1.1243542,-1.4069086,-1.1160272
264,-1.124442,-1.4070717,-0.83662397
265,-1.1245173,-1.4068581,-0.55703187
266,-1.1235099,-1.4059632,-0.2785111
267,-1.1239506,-1.4081173,0.0021266255
268,-1.1244801,-1.4064803,0.27934992
269,-1.1245803,-1.4071223,0.5568643
270,-1.1242406,-1.4064039,0.8351198
271,-1.1244037,-1.4066815,1.1136787
272,-1.124896,-1.1255907,-1.3945357
273,-1.1244801,-1.1255144,-1.114768
274,-1.1246567,-1.1251748,-0.835855
275,-1.1232446,-1.1254143,-0.5558975
276,-1.123321,-1.1219864,-0.2745672
277,-1.1239382,-1.1256908,-0.0027369596
278,-1.1283106,-1.1282743,0.28194585
279,-1.1234717,-1.1254761,0.55711615
280,-1.1243542,-1.1251489,0.8350816
281,-1.1243284,-1.125212,1.1139563
282,-1.1243284,-1.1252377,1.3932719
283,-1.1244925,-0.84369165,-1.6732721
284,-1.1241777,-0.84393114,-1.3940195
285,-1.1245803,-0.8433521,-1.1144027
286,-1.1239382,-0.84370404,-0.8356156
287,-1.127844,-0.84025246,-0.5553308
288,-1.1241271,-0.84394354,-0.27857408
289,-1.124379,-0.843831,0.0002491082
290,-1.1241643,-0.8436669,0.27901036
291,-1.1231321,-0.8462246,0.5571915
292,-1.1237742,-0.8434522,0.8351951
293,-1.124253,-0.8434274,1.1141453
294,-1.1239125,-0.8436287,1.3928818
295,-1.1241271,-0.84360397,1.671932
296,-1.1242406,-0.5620084,-1.6725155
297,-1.1240642,-0.5620589,-1.3934394
298,-1.12361,-0.56105053,-1.1149693
299,-1.1226408,-0.5655363,-0.83983713
300,-1.1236606,-0.5622478,-0.5572837
301,-1.1244172,-0.5618195,-0.27803218
302,-1.1236988,-0.5615542,0.0008539598
303,-1.1237618,-0.5618061,0.27830434
304,-1.1239382,-0.56233555,0.55709034
305,-1.120562,-0.5638353,0.8380305
306,-1.123447,-0.5618566,1.113175
307,-1.1239754,-0.5613653,1.3927683
308,-1.124026,-0.5612146,1.6717556
309,-1.1241271,-0.28005978,-1.6724402
310,-1.1251098,-0.2795303,-1.3927975
311,-1.1280452,-0.27614063,-1.111592
312,-1.1240383,-0.27982032,-0.8356785
313,-1.1236358,-0.27992147,-0.55602443
314,-1.123674,-0.28057587,-0.27789283
315,-1.123673,-0.2800092,0.00061449636
316,-1.12361,-0.27973154,0.27914867
317,-1.1235604,-0.27970678,0.5570026
318,-1.124026,-0.2809423,0.83550996
319,-1.1279193,-0.27668253,1.1124443
320,-1.1229804,-0.27978212,1.392667
321,-1.1238629,-0.27995864,1.671706
322,-1.1242778,0.0014356854,-1.6725031
323,-1.1213299,0.0020911132,-1.3927975
324,-1.1237235,0.006096965,-1.1146411
325,-1.1243408,0.003400937,-0.83532655
326,-1.1234851,0.0031490875,-0.55603683
327,-1.123674,0.0024812736,-0.27701136
328,-1.1234593,0.001888808,0.00087976403
329,-1.1238247,0.003047935,0.27859437
330,-1.1235976,0.002392507,0.55691487
331,-1.1238247,0.0031738596,0.83568645
332,-1.1232074,0.0063870046,1.1136922
333,-1.1200955,0.0026825469,1.3919373
334,-1.123031,0.0024059252,1.6724234
335,-1.1242406,0.28228706,-1.6723772
336,-1.1248322,0.2827278,-1.394259
337,-1.1242406,0.2849955,-1.116052
338,-1.1245431,0.2822365,-0.8345328
339,-1.1234335,0.2820466,-0.55588514
340,-1.1233457,0.2826019,-0.2770867
341,-1.1234975,0.28200942,0.0006403006
342,-1.1235099,0.2827402,0.27919924
343,-1.1233581,0.28241196,0.5567879
344,-1.1235976,0.28222412,0.8360518
345,-1.1237111,0.28468066,1.1182657
346,-1.1229298,0.2820476,1.3938261
347,-1.1237111,0.28253892,1.6716801
348,-1.1245679,0.56258416,-1.6725795
349,-1.1243284,0.5624459,-1.3935406
350,-1.123258,0.5613497,-1.1139866
351,-1.124316,0.563315,-0.84034187
352,-1.1248074,0.56192875,-0.5572961
353,-1.1242273,0.5625212,-0.27804455
354,-1.1242025,0.56238186,0.0005897243
355,-1.1236482,0.56281126,0.27863154
356,-1.1236988,0.5625212,0.5568891
357,-1.1204733,0.5666406,0.8369467
358,-1.1231064,0.5627607,1.1145488
359,-1.1237999,0.56236947,1.3927805
360,-1.1239754,0.56259656,1.6714789
361,-1.1246567,0.84333646,-1.6728313
362,-1.1242282,0.8429577,-1.393616
363,-1.1238123,0.84264284,-1.1141497
364,-1.1249962,0.8426305,-0.83528835
365,-1.1282465,0.8410802,-0.5604721
366,-1.1238371,0.8436637,-0.27713728
367,-1.1237866,0.8423786,0.00013660167
368,-1.1241395,0.842744,0.27860677
369,-1.1237866,0.8403628,0.56061935
370,-1.123963,0.8440167,0.8358506
371,-1.1239506,0.84334886,1.114297
372,-1.1239506,0.8430083,1.3927424
373,-1.1236235,0.8427564,1.6716925
374,-1.1241653,1.1236594,-1.393616
375,-1.1244048,1.1233445,-1.1147174
376,-1.1239889,1.1235964,-0.83546484
377,-1.1250086,1.1244656,-0.55628866
378,-1.120625,1.1253098,-0.2810936
379,-1.1246567,1.1237347,0.0025178178
380,-1.1280587,1.1246802,0.2818199
381,-1.124026,1.122526,0.5574558
382,-1.1240642,1.1235964,0.83501863
383,-1.1239258,1.1240506,1.1143465
384,-1.123963,1.1239877,1.3928818
385,-1.1246556,1.4042982,-1.1152717
386,-1.124379,1.4036674,-0.83601916
387,-1.1241901,1.4043106,-0.5570442
388,-1.1242913,1.4036428,-0.2790148
389,-1.1227162,1.4044499,0.0007786114
390,-1.1234345,1.4044622,0.2773723
391,-1.1244172,1.404613,0.55695206
392,-1.1241013,1.4042599,0.8351704
393,-1.1244667,1.4047008,1.1142836
394,-1.1245813,1.6852125,-0.8366622
395,-1.1246432,1.6852497,-0.5572837
396,-1.1249714,1.6850361,-0.2782964
397,-1.1242913,1.6840152,0.00062791456
398,-1.124606,1.6852754,0.27849323
399,-1.1247444,1.6849989,0.556599
400,-1.124732,1.6850361,0.835384
401,-0.8432365,-1.9698851,-0.5575355
402,-0.8434884,-1.9702764,-0.27857408
403,-0.84265745,-1.9692937,0.00017375979
404,-0.84337485,-1.9701751,0.27806488
405,-0.84335005,-1.970365,0.55691487
406,-0.8428711,-1.6887054,-1.1155741
407,-0.8432747,-1.688467,-0.83663636
408,-0.843413,-1.6881264,-0.5570566
409,-0.84232926,-1.6883525,-0.27746552
410,-0.8467139,-1.693279,-0.000644751
411,-0.84248096,-1.6890079,0.27746004
412,-0.8428329,-1.6886301,0.55671257
413,-0.8432871,-1.6884289,0.83522093
414,-0.8430858,-1.688177,1.1142206
415,-0.84335005,-1.4069582,-1.3941826
416,-0.8434636,-1.4069964,-1.1149817
417,-0.84312296,-1.4070717,-0.83556604
418,-0.8421785,-1.4059384,-0.5559605
419,-0.84592015,-1.4081049,-0.27407587
420,-0.8422033,-1.4066815,0.0022783545
421,-0.8446475,-1.4057866,0.27792656
422,-0.84231687,-1.40721,0.5563854
423,-0.8428329,-1.4066939,0.8352323
424,-0.8432489,-1.4068457,1.1142836
425,-0.842834,-1.4064544,1.3930324
426,-0.8430724,-1.1250612,-1.6725919
427,-0.8432107,-1.1250478,-1.393717
428,-0.8428082,-1.1253254,-1.1147174
429,-0.8428206,-1.1258674,-0.8347093
430,-0.844534,-1.1215457,-0.5609128
431,-0.8434254,-1.1244429,-0.27706194
432,-0.8426069,-1.1249858,0.00087976403
433,-0.8430982,-1.1247835,0.27919924
434,-0.84379077,-1.1287657,0.55366355
435,-0.8432995,-1.1242169,0.83479154
436,-0.8430724,-1.1249477,1.1143589
437,-0.8425687,-1.1248971,1.3930706
438,-0.84289694,-1.1251242,1.6716554
439,-0.8432489,-0.843188,-1.6724526
440,-0.84294647,-0.8433263,-1.3932134
441,-0.8419391,-0.84306204,-1.1143262
442,-0.83967036,-0.83979833,-0.8336379
443,-0.84268224,-0.8432127,-0.5570824
444,-0.84277,-0.8433645,-0.27793103
445,-0.8430848,-0.843125,0.0007538393
446,-0.84277,-0.84328914,0.278582
447,-0.84313536,-0.84379286,0.5573928
448,-0.84423256,-0.84477544,0.8344396
449,-0.8427958,-0.8432633,1.113717
450,-0.84269464,-0.8434522,1.3926165
451,-0.8429341,-0.84352756,1.6714665
452,-0.84264404,-0.5620579,-1.9516792
453,-0.84295887,-0.5615418,-1.672629
454,-0.8419762,-0.5613406,-1.3937047
455,-0.84489936,-0.5631035,-1.1159395
456,-0.84181315,-0.5623108,-0.83530074
457,-0.84294647,-0.5613653,-0.55633825
458,-0.8422157,-0.5613529,-0.27767918
459,-0.84231687,-0.5620207,0.0008921501
460,-0.8421909,-0.561164,0.2784179
461,-0.8423798,-0.56162953,0.5575445
462,-0.8420268,-0.56233555,0.8355863
463,-0.8458572,-0.5646538,1.1093694
464,-0.84186375,-0.56144065,1.3925164
465,-0.8425305,-0.56128997,1.6720332
466,-0.84273285,-0.56162953,1.9505787
467,-0.8427576,-0.2799968,-1.9515028
468,-0.84187615,-0.28070283,-1.6721759
469,-0.83854944,-0.28348657,-1.3969045
470,-0.84226626,-0.27976975,-1.1134189
471,-0.8421909,-0.2803116,-0.8355908
472,-0.84266984,-0.2800474,-0.5559099
473,-0.8427834,-0.27978212,-0.27741495
474,-0.8423798,-0.27983373,0.0008921501
475,-0.84230345,-0.27976975,0.27898455
476,-0.84232926,-0.27974495,0.5572421
477,-0.8421156,-0.27941775,0.8358
478,-0.8423416,-0.27956846,1.1143218
479,-0.8424046,-0.2796438,1.3930572
480,-0.84230447,-0.27959427,1.6718185
481,-0.8424428,-0.27941775,1.9507923
482,-0.8425935,0.0019651887,-1.9509743
483,-0.8425305,0.0021406575,-1.6718858
484,-0.8426317,0.0021540758,-1.3929099
485,-0.84229106,0.0024059252,-1.1136584
486,-0.84246755,0.0022294242,-0.83513767
487,-0.8420898,0.0022665823,-0.55614936
488,-0.84230447,0.0022294242,-0.27736437
489,-0.8419257,0.002556622,0.0011058092
490,-0.8420268,0.0022923865,0.27895978
491,-0.8421651,0.0026071984,0.55715334
492,-0.84227866,0.002544236,0.8357752
493,-0.8422281,0.002556622,1.1141958
494,-0.84211457,0.0025690082,1.3930076
495,-0.8422281,0.0026959649,1.6719701
496,-0.8421651,0.0027836994,1.9509317
497,-0.8426193,0.2827144,-1.9512014
498,-0.8426317,0.28260085,-1.671987
499,-0.84265643,0.28247494,-1.3930616
500,-0.84247994,0.2823748,-1.113999
501,-0.84246755,0.282349,-0.83512425
502,-0.8423674,0.28228605,-0.5561875
503,-0.842354,0.28227365,-0.2774521
504,-0.84250575,0.2821725,0.0010686512
505,-0.8421775,0.28247494,0.27895978
506,-0.8423674,0.28250074,0.55711615
507,-0.8423798,0.28260085,0.8355987
508,-0.8424046,0.28265142,1.1142588
509,-0.8422921,0.28266382,1.3931966
510,-0.8424046,0.28265142,1.6719949
511,-0.84231687,0.28268963,1.9506922
512,-0.8426317,0.56259656,-1.9513273
513,-0.84264404,0.56278545,-1.6720376
514,-0.84272045,0.56258416,-1.3930616
515,-0.84269464,0.562546,-1.1141002
516,-0.84264404,0.56259656,-0.835212
517,-0.8428082,0.5627225,-0.5564146
518,-0.84246755,0.56259656,-0.27769157
519,-0.84251815,0.56233233,0.0009303404
520,-0.84249336,0.5626606,0.27878326
521,-0.8425945,0.56258416,0.55710274
522,-0.84231687,0.56263477,0.8356493
523,-0.8424304,0.56262237,1.1142465
524,-0.8425811,0.56283605,1.393083
525,-0.8424428,0.5629248,1.6719444
526,-0.84245515,0.5627483,1.951007
527,-0.8430229,0.84319717,-1.67234
528,-0.84285873,0.8430712,-1.3931494
529,-0.8425305,0.84316,-1.114125
530,-0.8426317,0.8430464,-0.8351996
531,-0.84269464,0.84316,-0.5564652
532,-0.8425935,0.84284514,-0.2776162
533,-0.84230447,0.8430712,0.0010180748
534,-0.8424046,0.8429587,0.27901036
535,-0.84265745,0.84319717,0.5571915
536,-0.84245515,0.8432477,0.8356369
537,-0.8424046,0.84318477,1.1143465
538,-0.8428206,0.8431476,1.3930583
539,-0.8424304,0.8432353,1.6717308
540,-0.8429847,1.1235211,-1.6726042
541,-0.84273285,1.1234705,-1.393427
542,-0.84284633,1.1235076,-1.1144532
543,-0.84273285,1.1237606,-0.83576727
544,-0.84270704,1.1238235,-0.5566159
545,-0.84272045,1.1236976,-0.27791864
546,-0.8427576,1.1234199,0.0007538393
547,-0.8428711,1.1236852,0.27870792
548,-0.84273285,1.1236976,0.5569768
549,-0.84268224,1.1239113,0.8352963
550,-0.8427452,1.1237977,1.114171
551,-0.8425935,1.1238741,1.392856
552,-0.84266984,1.1238359,1.671932
553,-0.8430724,1.4044746,-1.3936665
554,-0.8430476,1.4042858,-1.1146287
555,-0.8430229,1.4043363,-0.8356403
556,-0.84316117,1.4041846,-0.5568306
557,-0.8428206,1.4043611,-0.27789283
558,-0.84270704,1.4043869,0.0006650727
559,-0.84285873,1.4043487,0.27845505
560,-0.8429971,1.4045882,0.55693966
561,-0.8428711,1.4046512,0.835447
562,-0.8427194,1.404676,1.1142206
563,-0.84290934,1.4046512,1.3928694
564,-0.84316117,1.6850607,-1.1149693
565,-0.84318596,1.6849978,-0.83596855
566,-0.84306,1.684973,-0.5569565
567,-0.8429341,1.6851372,-0.2779692
568,-0.8430352,1.6849854,0.0004514135
569,-0.8430229,1.6850731,0.2785438
570,-0.8429341,1.6851248,0.5569768
571,-0.84306,1.6851114,0.83553576
572,-0.8429599,1.6854014,1.1141958
573,-0.8432623,1.9659896,-0.55715775
574,-0.84336245,1.9659142,-0.278347
575,-0.8432499,1.9659142,0.00047618558
576,-0.84316117,1.9659896,0.2783673
577,-0.8429723,1.9660773,0.5567002
578,-0.56176686,-1.970137,-0.83663636
579,-0.56176686,-1.9698727,-0.55738485
580,-0.5614644,-1.9700245,-0.27820867
581,-0.56171733,-1.969911,0.000690877
582,-0.5616038,-1.9698479,0.278582
583,-0.5616667,-1.969911,0.55690145
584,-0.5615656,-1.9697592,0.8354222
585,-0.5616162,-1.6882782,-1.1153089
586,-0.5616409,-1.6883154,-0.83600676
587,-0.5615914,-1.6882153,-0.55699366
588,-0.5617039,-1.6882771,-0.27809513
589,-0.5615274,-1.6881264,0.0005267619
590,-0.5615904,-1.688177,0.27863154
591,-0.5615274,-1.6880883,0.55710274
592,-0.56152844,-1.6882399,0.8354222
593,-0.5616162,-1.6882647,1.1143341
594,-0.5615532,-1.4067187,-1.3939813
595,-0.5615656,-1.4065309,-1.1145409
596,-0.5616543,-1.4065051,-0.8355144
597,-0.561578,-1.4065422,-0.55654055
598,-0.561578,-1.406631,-0.27742732
599,-0.5611878,-1.4065938,0.000867378
600,-0.5614139,-1.406631,0.27880806
601,-0.5614015,-1.406442,0.55709034
602,-0.5611878,-1.406442,0.83552337
603,-0.56131375,-1.4065557,1.1141958
604,-0.56147784,-1.4065175,1.3932843
605,-0.5616409,-1.1249982,-1.6729066
606,-0.5615656,-1.1251613,-1.3934137
607,-0.56151503,-1.1249353,-1.1142126
608,-0.5614139,-1.1251366,-0.83528835
609,-0.5613643,-1.125023,-0.5563888
610,-0.56131375,-1.1249343,-0.27752745
611,-0.5612508,-1.1247835,0.0010810372
612,-0.5614768,-1.1249477,0.27885863
613,-0.5613891,-1.1248342,0.5571915
614,-0.56128895,-1.1249725,0.83554816
615,-0.5611754,-1.1251242,1.1143218
616,-0.56131375,-1.1251118,1.393246
617,-0.5614397,-1.1248218,1.671996
618,-0.56151503,-0.8433769,-1.9514027
619,-0.56147784,-0.84335107,-1.6720624
620,-0.5612002,-0.8432251,-1.3929358
621,-0.5612002,-0.8432251,-1.1138102
622,-0.5611878,-0.8433263,-0.8350489
623,-0.5614149,-0.8433893,-0.5563764
624,-0.5612508,-0.84333867,-0.2774779
625,-0.56130135,-0.84333867,0.0010304609
626,-0.56109905,-0.8432633,0.27893397
627,-0.56091017,-0.843124,0.5568509
628,-0.56108665,-0.8432004,0.8356617
629,-0.56108665,-0.8431746,1.1142465
630,-0.5610113,-0.8432757,1.3929943
631,-0.56127554,-0.8432251,1.6719072
632,-0.5610361,-0.84307444,1.9507799
633,-0.56108665,-0.56171834,-1.9507978
634,-0.56130135,-0.56166774,-1.6716588
635,-0.5612508,-0.5617555,-1.3928976
636,-0.56135195,-0.56168014,-1.1138473
637,-0.5611754,-0.5617431,-0.83516246
