experiment_id,Ax,Ay,Az
165,-1.4058408,-0.5619806,-1.3944081
166,-1.4060415,-0.5620298,-1.1152682
167,-1.4057916,-0.5619048,-0.8363065
168,-1.4055908,-0.56165487,-0.5567957
169,-1.4058653,-0.56205434,-0.27848348
170,-1.4057158,-0.56170404,0.0001278634
171,-1.4060907,-0.5616794,0.27861425
172,-1.4057404,-0.56175524,0.55662733
173,-1.4060149,-0.5619294,0.83473676
174,-1.4055908,-0.5619048,1.1139525
175,-1.4059658,-0.5617798,1.3924389
176,-1.4059166,-0.2800666,-1.6738452
177,-1.4055908,-0.28003997,-1.3935825
178,-1.4056913,-0.28024074,-1.114795
179,-1.4056913,-0.27994162,-0.83625734
180,-1.4057916,-0.27964044,-0.5567445
181,-1.4055908,-0.27974084,-0.27855724
182,-1.4057404,-0.27966502,-0.00014667495
183,-1.4055171,-0.2796896,0.2782393
184,-1.4053409,-0.27979,0.55665195
185,-1.405515,-0.2796896,0.8351875
186,-1.4055417,-0.2794909,1.1140529
187,-1.4056913,-0.2792143,1.3927134
188,-1.4057158,-0.27954006,1.6712018
189,-1.4057916,0.002298148,-1.6726446
190,-1.40539,0.0023493678,-1.3937566
191,-1.4056666,0.0021731716,-1.1147192
192,-1.405892,0.0023739533,-0.835782
193,-1.4056913,0.0024743443,-0.5563696
194,-1.4054904,0.00244771,-0.27810857
195,-1.4055908,0.0023985389,0.00022825428
196,-1.4053162,0.0027734681,0.2783889
197,-1.4053655,0.0023985389,0.55632615
198,-1.4055662,0.0026484916,0.8350871
199,-1.4054167,0.0026976627,1.1140016
200,-1.4055417,0.0024743443,1.3927134
201,-1.4057649,0.0029230302,1.6712776
202,-1.4058653,0.28268582,-1.6734703
203,-1.4059904,0.2826346,-1.3936583
204,-1.4055417,0.2826346,-1.1147683
205,-1.4059166,0.2826346,-0.8357308
206,-1.405392,0.28275958,-0.5568449
207,-1.4056666,0.2825854,-0.27813315
208,-1.4059658,0.28231087,0.00025283982
209,-1.4057649,0.28238463,0.27831513
210,-1.4057404,0.28278416,0.5567523
211,-1.4054167,0.28268582,0.83491296
212,-1.4052159,0.28261,1.1136513
213,-1.4056913,0.28303614,1.392488
